x,y
334.20201433256676,206.03073792140913
265.79798566743307,206.03073792140918
213.39745962155615,249.99999999999994
201.51922469877917,317.3648177666929
235.7212390313459,376.6044443118977
299.9999999999997,400.0
364.2787609686536,376.6044443118981
398.4807753012207,317.3648177666935
386.60254037844413,250.00000000000045
334.20201433256744,206.03073792140938
265.7979856674338,206.03073792140893
213.39745962155655,249.99999999999932
201.51922469877906,317.36481776669217
235.72123903134536,376.60444431189717
299.999999999999,400.0
364.27876096865305,376.60444431189853
398.48077530122083,317.3648177666928
386.6025403784438,249.9999999999999
334.2020143325668,206.03073792140913
265.7979856674331,206.03073792140916
213.39745962155618,249.99999999999991
201.51922469877917,317.36481776669285
235.72123903134587,376.6044443118976
299.99999999999966,400.0
364.2787609686536,376.6044443118981
398.4807753012207,317.36481776669353
386.60254037844413,250.0000000000005
334.2020143325675,206.0307379214094
265.79798566743386,206.0307379214089
213.39745962155655,249.99999999999926
201.51922469877903,317.3648177666921
235.7212390313453,376.60444431189717
299.9999999999989,400.0
364.27876096865305,376.60444431189853
398.4807753012206,317.3648177666943
386.6025403784438,249.99999999999991
334.2020143325669,206.03073792140916
265.7979856674332,206.03073792140913
213.3974596215562,249.9999999999999
201.51922469877917,317.3648177666928
235.72123903134582,376.6044443118976
299.9999999999996,400.0
364.27876096865356,376.6044443118981
398.4807753012207,317.3648177666936
386.6025403784442,250.00000000000054
334.20201433256756,206.0307379214094
265.79798566743386,206.0307379214089
213.39745962155658,249.99999999999923
201.51922469877903,317.3648177666921
235.72123903134525,376.60444431189717
299.99999999999886,400.0
364.278760968653,376.6044443118986
398.48077530122055,317.36481776669433
386.60254037844385,249.99999999999994
334.20201433256693,206.03073792140918
265.79798566743324,206.03073792140913
213.3974596215562,249.99999999999983
201.51922469877914,317.36481776669274
235.7212390313458,376.60444431189757
299.99999999999955,400.0
364.27876096865356,376.60444431189813
398.4807753012207,317.36481776669365
386.6025403784442,250.0000000000006
334.2020143325676,206.0307379214094
265.7979856674339,206.03073792140887
213.3974596215566,249.9999999999992
201.51922469877903,317.36481776669206
235.72123903134525,376.6044443118971
299.9999999999988,400.0
364.278760968653,376.60444431189865
398.48077530122055,317.36481776669433
386.60254037844385,250.0
334.20201433256693,206.03073792140918
265.7979856674333,206.0307379214091
213.39745962155627,249.99999999999977
201.51922469877914,317.36481776669274
235.72123903134576,376.60444431189757
299.9999999999995,400.0
364.2787609686535,376.6044443118982
398.48077530122066,317.3648177666937
386.60254037844425,250.00000000000063
334.2020143325676,206.03073792140944
265.7979856674326,206.03073792140935
213.39745962155664,249.99999999999915
201.51922469877925,317.36481776669336
235.7212390313452,376.60444431189705
300.00000000000017,400.0
364.27876096865293,376.60444431189865
398.48077530122083,317.364817766693
386.6025403784446,250.00000000000128
334.202014332567,206.03073792140918
265.79798566743466,206.03073792140862
213.39745962155627,249.99999999999974
201.51922469877888,317.36481776669126
235.7212390313457,376.6044443118975
299.99999999999807,400.0
364.27876096865344,376.6044443118982
398.48077530122043,317.3648177666951
386.60254037844425,250.00000000000068
334.20201433256636,206.03073792140896
265.79798566743403,206.03073792140884
213.39745962155592,250.00000000000034
201.519224698779,317.36481776669194
235.72123903134624,376.60444431189796
299.99999999999875,400.0
364.27876096865396,376.60444431189774
398.48077530122055,317.36481776669444
386.6025403784439,250.00000000000009
334.20201433256835,206.0307379214097
265.79798566743335,206.03073792140907
213.397459621557,249.99999999999847
201.5192246987791,317.3648177666926
235.72123903134457,376.6044443118966
299.99999999999943,400.0
364.2787609686523,376.60444431189916
398.48077530122066,317.36481776669376
386.602540378445,250.00000000000196
334.2020143325677,206.03073792140947
265.7979856674327,206.0307379214093
213.39745962155666,249.99999999999906
201.51922469877923,317.3648177666933
235.72123903134514,376.604444311897
300.0000000000001,400.0
364.2787609686529,376.6044443118987
398.4807753012208,317.3648177666931
386.60254037844464,250.00000000000136
334.2020143325671,206.03073792140924
265.7979856674348,206.03073792140856
213.39745962155632,249.99999999999966
201.51922469877888,317.36481776669115
235.72123903134565,376.60444431189745
299.99999999999795,400.0
364.2787609686534,376.60444431189825
398.48077530122043,317.36481776669524
386.6025403784443,250.00000000000077
334.2020143325664,206.030737921409
265.7979856674341,206.0307379214088
213.39745962155598,250.00000000000026
201.519224698779,317.36481776669183
235.72123903134616,376.6044443118979
299.99999999999864,400.0
364.2787609686539,376.60444431189785
398.48077530122055,317.36481776669456
386.60254037844396,250.00000000000017
334.20201433256847,206.03073792140975
265.79798566743347,206.03073792140904
213.39745962155706,249.99999999999838
201.5192246987791,317.3648177666925
235.7212390313445,376.6044443118965
299.9999999999993,400.0
364.27876096865225,376.6044443118992
398.48077530122066,317.3648177666939
386.60254037844504,250.00000000000205
334.20201433256784,206.03073792140952
265.79798566743284,206.03073792140927
213.39745962155672,249.99999999999898
201.51922469877923,317.3648177666932
235.72123903134502,376.60444431189694
300.0,400.0
364.27876096865276,376.60444431189876
398.4807753012208,317.3648177666932
386.6025403784447,250.00000000000145
334.20201433256716,206.03073792140927
265.79798566743483,206.03073792140853
213.39745962155638,249.99999999999957
201.51922469877883,317.3648177666911
235.72123903134556,376.6044443118974
299.99999999999784,400.0
364.2787609686533,376.6044443118983
398.48077530122043,317.3648177666953
386.60254037844436,250.00000000000085
334.2020143325692,206.03073792141
265.7979856674342,206.0307379214088
213.39745962155604,250.00000000000017
201.51922469877897,317.3648177666918
235.7212390313461,376.60444431189785
299.9999999999985,400.0
364.27876096865384,376.6044443118979
398.48077530122055,317.3648177666946
386.602540378444,250.00000000000026
334.2020143325686,206.03073792140978
265.7979856674336,206.030737921409
213.39745962155712,249.9999999999983
201.51922469877908,317.3648177666924
235.72123903134445,376.60444431189643
299.9999999999992,400.0
364.2787609686522,376.6044443118993
398.48077530122066,317.364817766694
386.6025403784451,250.0000000000021
334.2020143325679,206.03073792140952
265.7979856674329,206.03073792140924
213.39745962155678,249.9999999999989
201.51922469877923,317.3648177666931
235.72123903134496,376.6044443118969
299.9999999999999,400.0
364.2787609686527,376.6044443118988
398.4807753012208,317.3648177666933
386.60254037844476,250.00000000000153
